pr,acc,f-measure,precision
5558,0.2857142984867096,0.8000000000000002,0.28
5563,0.4285714328289032,0.8399999999999999,0.7251851851851852
5578,0.2857142984867096,0.8000000000000002,0.2622222222222222
5581,0.3076923191547394,0.64,0.38222222222222224
5582,0.0,0.48,0.04
5612,0.25,0.88,0.7333333333333334
5613,0.1818181872367859,0.64,0.29523809523809524
5627,0.5,0.8399999999999999,0.8634920634920634
5628,0.5,0.88,0.8733333333333333
5629,0.7142857313156128,0.92,0.7344444444444446
5635,0.1818181872367859,0.64,0.5418181818181818
5640,0.3636363744735718,0.72,0.4962962962962963
5641,0.20000000298023224,0.8399999999999999,0.2
5646,0.5,0.8000000000000002,0.5664285714285715
5655,0.2857142984867096,0.8000000000000002,0.28
5659,0.0,0.68,0.16
5665,0.25,0.76,0.23047619047619047
5666,0.5,0.92,0.4844444444444444
5667,0.5,0.8399999999999999,0.5244444444444444
5669,0.7142857313156128,0.92,0.7344444444444446
5670,0.4000000059604645,0.76,0.5555555555555556
5671,0.4285714328289032,0.8399999999999999,0.42857142857142855
5674,0.6666666865348816,0.96,0.6666666666666666
5680,0.25,0.76,0.24666666666666665
5684,0.7272727489471436,0.88,0.8472727272727273
5688,0.5,0.88,0.48999999999999994
5691,0.25,0.64,0.5245454545454545
5694,0.5,0.8399999999999999,0.5
5705,0.5714285969734192,0.88,0.8
5706,0.625,0.88,0.6352380952380953
5710,0.5,0.96,0.5
5715,0.4444444477558136,0.8000000000000002,0.56
5716,0.3333333432674408,0.8399999999999999,0.62
5717,0.5555555820465088,0.8399999999999999,0.590204081632653
